id,url
145,https://participedia.ctweb08.ct.coop/en/methods/21st-century-town-meeting
5178,https://participedia.ctweb08.ct.coop/en/methods/action-learning-and-planning-alp-meetings
4981,https://participedia.ctweb08.ct.coop/en/methods/adhocracy-software
4206,https://participedia.ctweb08.ct.coop/en/methods/agora-ekklesia
441,https://participedia.ctweb08.ct.coop/en/methods/airesis-social-network-e-democracy
4322,https://participedia.ctweb08.ct.coop/en/methods/argentinian-youth-participatory-district-councils-rosario
161,https://participedia.ctweb08.ct.coop/en/methods/asset-based-community-development
4885,https://participedia.ctweb08.ct.coop/en/methods/audience-response-systems-ars
4938,https://participedia.ctweb08.ct.coop/en/methods/barcamp
4664,https://participedia.ctweb08.ct.coop/en/methods/ben-franklin-circles
5290,https://participedia.ctweb08.ct.coop/en/methods/block-block
180,https://participedia.ctweb08.ct.coop/en/methods/cabildo-abierto
5181,https://participedia.ctweb08.ct.coop/en/methods/cameroon-town-hall-meetings
631,https://participedia.ctweb08.ct.coop/en/methods/canadian-policy-research-networks-citizen-dialogue
4983,https://participedia.ctweb08.ct.coop/en/methods/care-community-score-card
5291,https://participedia.ctweb08.ct.coop/en/methods/carticipe
2840,https://participedia.ctweb08.ct.coop/en/methods/charrette
156,https://participedia.ctweb08.ct.coop/en/methods/chat-simulation-exercise
5157,https://participedia.ctweb08.ct.coop/en/methods/choicebook
598,https://participedia.ctweb08.ct.coop/en/methods/choicework-dialoguetm-viewpoint-learning
170,https://participedia.ctweb08.ct.coop/en/methods/citizen-advisory-board
4327,https://participedia.ctweb08.ct.coop/en/methods/citizen-budget
727,https://participedia.ctweb08.ct.coop/en/methods/citizen-conferences
5078,https://participedia.ctweb08.ct.coop/en/methods/citizen-journalism
5035,https://participedia.ctweb08.ct.coop/en/methods/citizen-participation-program
155,https://participedia.ctweb08.ct.coop/en/methods/citizens-jury
5097,https://participedia.ctweb08.ct.coop/en/methods/citizens-initiative-review-0
635,https://participedia.ctweb08.ct.coop/en/methods/citizens-reference-panel
5043,https://participedia.ctweb08.ct.coop/en/methods/citizens-relations-management-platforms
5086,https://participedia.ctweb08.ct.coop/en/methods/citizens-summit
4258,https://participedia.ctweb08.ct.coop/en/methods/citizens-assembly-0
4298,https://participedia.ctweb08.ct.coop/en/methods/civic-education
5077,https://participedia.ctweb08.ct.coop/en/methods/civic-journalism
154,https://participedia.ctweb08.ct.coop/en/methods/civic-lottery
4526,https://participedia.ctweb08.ct.coop/en/methods/civicomment
5265,https://participedia.ctweb08.ct.coop/en/methods/co-creation
4934,https://participedia.ctweb08.ct.coop/en/methods/co-operative-business-management
4349,https://participedia.ctweb08.ct.coop/en/methods/collaborative-design
150,https://participedia.ctweb08.ct.coop/en/methods/collaborative-governance
4380,https://participedia.ctweb08.ct.coop/en/methods/collaborative-planning
152,https://participedia.ctweb08.ct.coop/en/methods/community-auditing
5042,https://participedia.ctweb08.ct.coop/en/methods/community-based-monitoring
4908,https://participedia.ctweb08.ct.coop/en/methods/community-committees
4546,https://participedia.ctweb08.ct.coop/en/methods/community-health-care
622,https://participedia.ctweb08.ct.coop/en/methods/community-organizing
459,https://participedia.ctweb08.ct.coop/en/methods/community-service-learning
457,https://participedia.ctweb08.ct.coop/en/methods/community-based-participatory-research
163,https://participedia.ctweb08.ct.coop/en/methods/consensus-conference
4632,https://participedia.ctweb08.ct.coop/en/methods/consensus-forum
540,https://participedia.ctweb08.ct.coop/en/methods/considerit-0
184,https://participedia.ctweb08.ct.coop/en/methods/conversation-cafes
190,https://participedia.ctweb08.ct.coop/en/methods/court-jury-procedure
4766,https://participedia.ctweb08.ct.coop/en/methods/creative-planning
4733,https://participedia.ctweb08.ct.coop/en/methods/crowdfunding
183,https://participedia.ctweb08.ct.coop/en/methods/crowdsourcing
4831,https://participedia.ctweb08.ct.coop/en/methods/decide-announce-defend-dad
1257,https://participedia.ctweb08.ct.coop/en/methods/deebase
5245,https://participedia.ctweb08.ct.coop/en/methods/deep-listening-circles
177,https://participedia.ctweb08.ct.coop/en/methods/delegated-voting
560,https://participedia.ctweb08.ct.coop/en/methods/deliberation
182,https://participedia.ctweb08.ct.coop/en/methods/deliberation-day-0
176,https://participedia.ctweb08.ct.coop/en/methods/deliberative-democracy-and-citizens-juries
147,https://participedia.ctweb08.ct.coop/en/methods/deliberative-polling
4286,https://participedia.ctweb08.ct.coop/en/methods/deliberatorium
799,https://participedia.ctweb08.ct.coop/en/methods/delphi-method
194,https://participedia.ctweb08.ct.coop/en/methods/demarchy
4314,https://participedia.ctweb08.ct.coop/en/methods/democracyos
4324,https://participedia.ctweb08.ct.coop/en/methods/democratic-education
5007,https://participedia.ctweb08.ct.coop/en/methods/democratizing-information-and-communication-technologies-e-democracy
1278,https://participedia.ctweb08.ct.coop/en/methods/democs
4601,https://participedia.ctweb08.ct.coop/en/methods/demonstration
4791,https://participedia.ctweb08.ct.coop/en/methods/design-change-feel-imagine-do-share-fids
5421,https://participedia.ctweb08.ct.coop/en/methods/dialogue-journalism
5397,https://participedia.ctweb08.ct.coop/en/methods/digital-protest
3431,https://participedia.ctweb08.ct.coop/en/methods/direct-representation-minimal-coleman
4299,https://participedia.ctweb08.ct.coop/en/methods/doparie
4579,https://participedia.ctweb08.ct.coop/en/methods/dotmocracy
1692,https://participedia.ctweb08.ct.coop/en/methods/dynamic-facilitation
4150,https://participedia.ctweb08.ct.coop/en/methods/dynamic-governance
4830,https://participedia.ctweb08.ct.coop/en/methods/d-bat-public-dibattito-pubblico
514,https://participedia.ctweb08.ct.coop/en/methods/echo
4381,https://participedia.ctweb08.ct.coop/en/methods/ecosystem-based-management
4175,https://participedia.ctweb08.ct.coop/en/methods/effective-number-issues-eni
4304,https://participedia.ctweb08.ct.coop/en/methods/election-monitoring
4241,https://participedia.ctweb08.ct.coop/en/methods/electoral-district-forum
4582,https://participedia.ctweb08.ct.coop/en/methods/empathetic-listening
